Co8021_k31_TRINITY_DN54103_c0_g1_i18	MF	GO:0004809	tRNA (guanine-N2-)-methyltransferase activity
Co8021_k31_TRINITY_DN54103_c0_g1_i18	BP	GO:0030488	tRNA methylation
Co8021_k31_TRINITY_DN54103_c0_g1_i18	CC	GO:0005634	nucleus
Co8021_k31_TRINITY_DN54103_c0_g1_i18	MF	GO:0016423	tRNA (guanine) methyltransferase activity
Co8021_k31_TRINITY_DN54103_c0_g1_i18	BP	GO:0001510	RNA methylation
Co8021_k31_TRINITY_DN54103_c0_g1_i18	CC	GO:0043231	intracellular membrane-bounded organelle
Co8021_k31_TRINITY_DN54103_c0_g1_i18	MF	GO:0008175	tRNA methyltransferase activity
Co8021_k31_TRINITY_DN54103_c0_g1_i18	BP	GO:0006400	tRNA modification
Co8021_k31_TRINITY_DN54103_c0_g1_i18	CC	GO:0043227	membrane-bounded organelle
Co8021_k31_TRINITY_DN54103_c0_g1_i18	MF	GO:0008170	N-methyltransferase activity
Co8021_k31_TRINITY_DN54103_c0_g1_i18	BP	GO:0043414	macromolecule methylation
Co8021_k31_TRINITY_DN54103_c0_g1_i18	CC	GO:0043229	intracellular organelle
Co8021_k31_TRINITY_DN54103_c0_g1_i18	MF	GO:0008173	RNA methyltransferase activity
Co8021_k31_TRINITY_DN54103_c0_g1_i18	BP	GO:0008033	tRNA processing
Co8021_k31_TRINITY_DN54103_c0_g1_i18	CC	GO:0043226	organelle
Co8021_k31_TRINITY_DN54103_c0_g1_i18	MF	GO:0000049	tRNA binding
Co8021_k31_TRINITY_DN54103_c0_g1_i18	BP	GO:0009451	RNA modification
Co8021_k31_TRINITY_DN54103_c0_g1_i18	CC	GO:0005622	intracellular anatomical structure
Co8021_k31_TRINITY_DN54103_c0_g1_i18	MF	GO:0140101	catalytic activity, acting on a tRNA
Co8021_k31_TRINITY_DN54103_c0_g1_i18	BP	GO:0034470	ncRNA processing
Co8021_k31_TRINITY_DN54103_c0_g1_i18	CC	GO:0110165	cellular anatomical entity
Co8021_k31_TRINITY_DN54103_c0_g1_i18	MF	GO:0008757	S-adenosylmethionine-dependent methyltransferase activity
Co8021_k31_TRINITY_DN54103_c0_g1_i18	BP	GO:0006399	tRNA metabolic process
Co8021_k31_TRINITY_DN54103_c0_g1_i18	MF	GO:0008168	methyltransferase activity
Co8021_k31_TRINITY_DN54103_c0_g1_i18	BP	GO:0032259	methylation
Co8021_k31_TRINITY_DN54103_c0_g1_i18	MF	GO:0016741	transferase activity, transferring one-carbon groups
Co8021_k31_TRINITY_DN54103_c0_g1_i18	BP	GO:0043412	macromolecule modification
Co8021_k31_TRINITY_DN54103_c0_g1_i18	MF	GO:0140098	catalytic activity, acting on RNA
Co8021_k31_TRINITY_DN54103_c0_g1_i18	BP	GO:0034660	ncRNA metabolic process
Co8021_k31_TRINITY_DN54103_c0_g1_i18	BP	GO:0006396	RNA processing
Co8021_k31_TRINITY_DN54103_c0_g1_i18	MF	GO:0140640	catalytic activity, acting on a nucleic acid
Co8021_k31_TRINITY_DN54103_c0_g1_i18	MF	GO:0003723	RNA binding
Co8021_k31_TRINITY_DN54103_c0_g1_i18	BP	GO:0016070	RNA metabolic process
Co8021_k31_TRINITY_DN54103_c0_g1_i18	BP	GO:0090304	nucleic acid metabolic process
Co8021_k31_TRINITY_DN54103_c0_g1_i18	MF	GO:0016740	transferase activity
Co8021_k31_TRINITY_DN54103_c0_g1_i18	BP	GO:0010467	gene expression
Co8021_k31_TRINITY_DN54103_c0_g1_i18	MF	GO:0003676	nucleic acid binding
Co8021_k31_TRINITY_DN54103_c0_g1_i18	BP	GO:0006139	nucleobase-containing compound metabolic process
Co8021_k31_TRINITY_DN54103_c0_g1_i18	MF	GO:1901363	heterocyclic compound binding
Co8021_k31_TRINITY_DN54103_c0_g1_i18	BP	GO:0009059	macromolecule biosynthetic process
Co8021_k31_TRINITY_DN54103_c0_g1_i18	MF	GO:0097159	organic cyclic compound binding
Co8021_k31_TRINITY_DN54103_c0_g1_i18	BP	GO:0002940	tRNA N2-guanine methylation
Co8021_k31_TRINITY_DN54103_c0_g1_i18	MF	GO:0005488	binding
Co8021_k31_TRINITY_DN54103_c0_g1_i18	BP	GO:0006725	cellular aromatic compound metabolic process
Co8021_k31_TRINITY_DN54103_c0_g1_i18	MF	GO:0003824	catalytic activity
Co8021_k31_TRINITY_DN54103_c0_g1_i18	BP	GO:0046483	heterocycle metabolic process
Co8021_k31_TRINITY_DN54103_c0_g1_i18	BP	GO:1901360	organic cyclic compound metabolic process
Co8021_k31_TRINITY_DN54103_c0_g1_i18	BP	GO:0034641	cellular nitrogen compound metabolic process
Co8021_k31_TRINITY_DN54103_c0_g1_i18	BP	GO:0043170	macromolecule metabolic process
Co8021_k31_TRINITY_DN54103_c0_g1_i18	BP	GO:0044249	cellular biosynthetic process
Co8021_k31_TRINITY_DN54103_c0_g1_i18	BP	GO:1901576	organic substance biosynthetic process
Co8021_k31_TRINITY_DN54103_c0_g1_i18	BP	GO:0009058	biosynthetic process
Co8021_k31_TRINITY_DN54103_c0_g1_i18	BP	GO:0006807	nitrogen compound metabolic process
Co8021_k31_TRINITY_DN54103_c0_g1_i18	BP	GO:0044238	primary metabolic process
Co8021_k31_TRINITY_DN54103_c0_g1_i18	BP	GO:0044237	cellular metabolic process
Co8021_k31_TRINITY_DN54103_c0_g1_i18	BP	GO:0071704	organic substance metabolic process
Co8021_k31_TRINITY_DN54103_c0_g1_i18	BP	GO:0008152	metabolic process
Co8021_k31_TRINITY_DN54103_c0_g1_i18	BP	GO:0009987	cellular process
Co8021_k31_TRINITY_DN54103_c0_g1_i18	MF	GO:0004809	tRNA (guanine-N2-)-methyltransferase activity
Co8021_k31_TRINITY_DN54103_c0_g1_i18	BP	GO:0030488	tRNA methylation
Co8021_k31_TRINITY_DN54103_c0_g1_i18	MF	GO:0016423	tRNA (guanine) methyltransferase activity
Co8021_k31_TRINITY_DN54103_c0_g1_i18	BP	GO:0001510	RNA methylation
Co8021_k31_TRINITY_DN54103_c0_g1_i18	MF	GO:0008175	tRNA methyltransferase activity
Co8021_k31_TRINITY_DN54103_c0_g1_i18	BP	GO:0006400	tRNA modification
Co8021_k31_TRINITY_DN54103_c0_g1_i18	MF	GO:0008170	N-methyltransferase activity
Co8021_k31_TRINITY_DN54103_c0_g1_i18	BP	GO:0043414	macromolecule methylation
Co8021_k31_TRINITY_DN54103_c0_g1_i18	MF	GO:0008173	RNA methyltransferase activity
Co8021_k31_TRINITY_DN54103_c0_g1_i18	BP	GO:0008033	tRNA processing
Co8021_k31_TRINITY_DN54103_c0_g1_i18	MF	GO:0000049	tRNA binding
Co8021_k31_TRINITY_DN54103_c0_g1_i18	BP	GO:0009451	RNA modification
Co8021_k31_TRINITY_DN54103_c0_g1_i18	MF	GO:0140101	catalytic activity, acting on a tRNA
Co8021_k31_TRINITY_DN54103_c0_g1_i18	BP	GO:0034470	ncRNA processing
Co8021_k31_TRINITY_DN54103_c0_g1_i18	MF	GO:0008757	S-adenosylmethionine-dependent methyltransferase activity
Co8021_k31_TRINITY_DN54103_c0_g1_i18	BP	GO:0006399	tRNA metabolic process
Co8021_k31_TRINITY_DN54103_c0_g1_i18	MF	GO:0008168	methyltransferase activity
Co8021_k31_TRINITY_DN54103_c0_g1_i18	BP	GO:0032259	methylation
Co8021_k31_TRINITY_DN54103_c0_g1_i18	MF	GO:0016741	transferase activity, transferring one-carbon groups
Co8021_k31_TRINITY_DN54103_c0_g1_i18	BP	GO:0043412	macromolecule modification
Co8021_k31_TRINITY_DN54103_c0_g1_i18	MF	GO:0140098	catalytic activity, acting on RNA
Co8021_k31_TRINITY_DN54103_c0_g1_i18	BP	GO:0034660	ncRNA metabolic process
